case:concept:name,concept:name,org:resource,time:timestamp,lifecycle:transition
1,CRP,B,2021-01-02 18:17:11,COMPLETE
2,CRP,B,2021-01-02 20:11:15,COMPLETE
7,IV Antibiotics,A,2021-01-02 23:13:12,COMPLETE
7,IV Antibiotics,A,2021-01-03 01:46:25,COMPLETE
7,Admission NC,F,2021-01-03 01:50:07,COMPLETE
0,CRP,B,2021-01-03 05:26:33,COMPLETE
8,ER Registration,L,2021-01-03 05:56:40,COMPLETE
8,ER Triage,C,2021-01-03 06:06:01,COMPLETE
8,IV Liquid,A,2021-01-03 06:09:34,COMPLETE
8,ER Sepsis Triage,A,2021-01-03 06:56:53,COMPLETE
8,Leucocytes,B,2021-01-03 07:10:20,COMPLETE
1,CRP,B,2021-01-03 08:55:44,COMPLETE
3,CRP,B,2021-01-03 09:28:10,COMPLETE
4,CRP,B,2021-01-03 09:34:20,COMPLETE
5,CRP,B,2021-01-03 09:40:45,COMPLETE
9,ER Sepsis Triage,A,2021-01-03 12:40:20,COMPLETE
6,CRP,B,2021-01-03 12:47:22,COMPLETE
9,ER Registration,A,2021-01-03 12:47:52,COMPLETE
9,IV Liquid,A,2021-01-03 12:58:52,COMPLETE
2,ER Sepsis Triage,A,2021-01-03 13:31:10,COMPLETE
9,ER Triage,C,2021-01-03 13:36:53,COMPLETE
9,Leucocytes,B,2021-01-03 13:45:50,COMPLETE
2,Leucocytes,B,2021-01-03 13:53:27,COMPLETE
8,Leucocytes,B,2021-01-03 18:47:54,COMPLETE
10,IV Liquid,A,2021-01-03 19:25:15,COMPLETE
0,CRP,B,2021-01-03 19:33:04,COMPLETE
10,ER Triage,C,2021-01-03 20:15:01,COMPLETE
10,ER Registration,A,2021-01-03 20:18:01,COMPLETE
10,CRP,B,2021-01-03 20:27:51,COMPLETE
1,CRP,B,2021-01-03 22:20:28,COMPLETE
11,CRP,B,2021-01-04 02:10:56,COMPLETE
3,Leucocytes,B,2021-01-04 02:35:09,COMPLETE
4,ER Sepsis Triage,A,2021-01-04 02:36:24,COMPLETE
9,Leucocytes,B,2021-01-04 02:49:13,COMPLETE
4,Leucocytes,B,2021-01-04 02:58:25,COMPLETE
5,CRP,B,2021-01-04 04:32:43,COMPLETE
2,Leucocytes,B,2021-01-04 06:22:26,COMPLETE
10,CRP,B,2021-01-04 08:18:21,COMPLETE
12,Admission NC,F,2021-01-04 08:54:48,COMPLETE
6,CRP,B,2021-01-04 11:21:12,COMPLETE
8,Leucocytes,B,2021-01-04 12:53:55,COMPLETE
0,IV Antibiotics,A,2021-01-04 13:16:46,COMPLETE
7,Release A,E,2021-01-04 14:04:40,COMPLETE
4,Leucocytes,B,2021-01-04 14:57:35,COMPLETE
0,LacticAcid,B,2021-01-04 15:22:17,COMPLETE
9,Leucocytes,B,2021-01-04 15:34:12,COMPLETE
13,Leucocytes,B,2021-01-04 15:39:19,COMPLETE
11,CRP,B,2021-01-04 15:47:37,COMPLETE
1,ER Triage,C,2021-01-04 17:53:03,COMPLETE
1,ER Registration,A,2021-01-04 18:02:42,COMPLETE
3,Leucocytes,B,2021-01-04 18:12:42,COMPLETE
2,Leucocytes,B,2021-01-04 18:12:46,COMPLETE
1,IV Liquid,A,2021-01-04 18:15:19,COMPLETE
5,Leucocytes,B,2021-01-04 18:20:52,COMPLETE
0,Admission NC,N,2021-01-04 20:28:46,COMPLETE
1,IV Antibiotics,A,2021-01-04 21:00:05,COMPLETE
14,ER Sepsis Triage,A,2021-01-04 22:28:40,COMPLETE
14,Leucocytes,B,2021-01-04 22:51:34,COMPLETE
1,IV Antibiotics,A,2021-01-04 23:26:53,COMPLETE
10,CRP,B,2021-01-04 23:58:29,COMPLETE
8,CRP,B,2021-01-05 00:16:37,COMPLETE
6,Leucocytes,B,2021-01-05 00:58:28,COMPLETE
1,Admission NC,G,2021-01-05 01:45:32,COMPLETE
4,Leucocytes,B,2021-01-05 03:39:27,COMPLETE
5,Leucocytes,B,2021-01-05 04:03:49,COMPLETE
15,ER Sepsis Triage,A,2021-01-05 05:13:06,COMPLETE
15,Leucocytes,B,2021-01-05 05:39:43,COMPLETE
11,CRP,B,2021-01-05 06:34:59,COMPLETE
2,IV Antibiotics,A,2021-01-05 07:00:45,COMPLETE
13,Leucocytes,B,2021-01-05 08:36:59,COMPLETE
2,LacticAcid,B,2021-01-05 09:11:20,COMPLETE
9,CRP,B,2021-01-05 09:20:31,COMPLETE
3,Leucocytes,B,2021-01-05 11:09:01,COMPLETE
16,Leucocytes,B,2021-01-05 11:59:36,COMPLETE
8,CRP,B,2021-01-05 12:17:47,COMPLETE
14,Leucocytes,B,2021-01-05 12:34:32,COMPLETE
2,Admission NC,K,2021-01-05 13:23:38,COMPLETE
12,IV Antibiotics,L,2021-01-05 13:25:46,COMPLETE
12,IV Antibiotics,L,2021-01-05 14:40:43,COMPLETE
5,Leucocytes,B,2021-01-05 16:29:38,COMPLETE
12,Release A,E,2021-01-05 16:33:41,COMPLETE
6,Leucocytes,B,2021-01-05 17:06:05,COMPLETE
17,CRP,B,2021-01-05 18:43:55,COMPLETE
10,ER Sepsis Triage,A,2021-01-05 19:12:45,COMPLETE
10,Leucocytes,B,2021-01-05 19:27:07,COMPLETE
15,Leucocytes,B,2021-01-05 19:47:52,COMPLETE
16,Leucocytes,B,2021-01-05 20:25:51,COMPLETE
13,Leucocytes,B,2021-01-05 22:47:02,COMPLETE
3,Admission NC,I,2021-01-06 00:16:19,COMPLETE
14,Leucocytes,B,2021-01-06 00:49:08,COMPLETE
18,CRP,B,2021-01-06 01:28:34,COMPLETE
5,LacticAcid,B,2021-01-06 01:43:28,COMPLETE
11,IV Liquid,A,2021-01-06 02:49:24,COMPLETE
9,CRP,B,2021-01-06 02:57:34,COMPLETE
11,ER Triage,C,2021-01-06 03:45:31,COMPLETE
8,CRP,B,2021-01-06 03:50:36,COMPLETE
11,ER Registration,A,2021-01-06 03:56:06,COMPLETE
11,Leucocytes,B,2021-01-06 04:06:59,COMPLETE
16,Leucocytes,B,2021-01-06 05:04:55,COMPLETE
5,LacticAcid,B,2021-01-06 07:27:57,COMPLETE
6,Leucocytes,B,2021-01-06 07:54:02,COMPLETE
19,CRP,B,2021-01-06 08:12:07,COMPLETE
14,CRP,B,2021-01-06 08:20:53,COMPLETE
15,Leucocytes,B,2021-01-06 09:49:50,COMPLETE
5,Admission NC,Q,2021-01-06 10:33:47,COMPLETE
17,CRP,B,2021-01-06 10:48:47,COMPLETE
10,Leucocytes,B,2021-01-06 11:18:18,COMPLETE
13,IV Liquid,A,2021-01-06 11:21:59,COMPLETE
13,ER Registration,A,2021-01-06 13:25:22,COMPLETE
13,ER Triage,C,2021-01-06 13:36:15,COMPLETE
13,ER Sepsis Triage,A,2021-01-06 13:36:15,COMPLETE
13,CRP,B,2021-01-06 13:56:26,COMPLETE
11,Leucocytes,B,2021-01-06 14:07:18,COMPLETE
20,Leucocytes,B,2021-01-06 14:57:09,COMPLETE
18,CRP,B,2021-01-06 15:45:42,COMPLETE
1,Release A,E,2021-01-06 16:17:22,COMPLETE
8,Admission NC,S,2021-01-06 19:59:53,COMPLETE
9,CRP,B,2021-01-06 20:07:58,COMPLETE
15,ER Registration,A,2021-01-06 21:07:50,COMPLETE
6,IV Antibiotics,A,2021-01-06 21:11:56,COMPLETE
15,IV Liquid,A,2021-01-06 21:18:16,COMPLETE
16,IV Liquid,A,2021-01-06 21:38:57,COMPLETE
21,CRP,B,2021-01-06 21:43:08,COMPLETE
6,IV Antibiotics,A,2021-01-06 21:43:11,COMPLETE
15,ER Triage,C,2021-01-06 21:58:15,COMPLETE
15,CRP,B,2021-01-06 21:59:23,COMPLETE
16,ER Registration,A,2021-01-06 22:41:37,COMPLETE
16,ER Triage,C,2021-01-06 22:52:30,COMPLETE
16,ER Sepsis Triage,A,2021-01-06 23:01:03,COMPLETE
19,CRP,B,2021-01-06 23:08:38,COMPLETE
16,CRP,B,2021-01-06 23:18:52,COMPLETE
6,Admission NC,O,2021-01-06 23:44:28,COMPLETE
14,CRP,B,2021-01-07 00:00:09,COMPLETE
11,Leucocytes,B,2021-01-07 00:02:37,COMPLETE
2,Release A,E,2021-01-07 02:00:04,COMPLETE
10,Leucocytes,B,2021-01-07 04:11:34,COMPLETE
22,ER Sepsis Triage,A,2021-01-07 04:26:46,COMPLETE
22,CRP,B,2021-01-07 04:45:47,COMPLETE
17,CRP,B,2021-01-07 04:58:15,COMPLETE
13,CRP,B,2021-01-07 05:38:58,COMPLETE
20,Leucocytes,B,2021-01-07 06:05:44,COMPLETE
18,CRP,B,2021-01-07 06:23:50,COMPLETE
3,LacticAcid,B,2021-01-07 07:11:59,COMPLETE
9,Release A,E,2021-01-07 08:45:11,COMPLETE
11,ER Sepsis Triage,A,2021-01-07 10:02:24,COMPLETE
11,Admission NC,H,2021-01-07 10:23:16,COMPLETE
23,ER Sepsis Triage,L,2021-01-07 11:09:42,COMPLETE
3,LacticAcid,B,2021-01-07 11:30:15,COMPLETE
23,ER Registration,L,2021-01-07 11:35:42,COMPLETE
23,ER Triage,C,2021-01-07 11:46:42,COMPLETE
23,IV Liquid,A,2021-01-07 11:48:39,COMPLETE
23,Leucocytes,B,2021-01-07 13:15:27,COMPLETE
21,CRP,B,2021-01-07 14:21:18,COMPLETE
3,Release A,E,2021-01-07 15:35:10,COMPLETE
16,CRP,B,2021-01-07 15:58:11,COMPLETE
10,IV Antibiotics,A,2021-01-07 16:53:43,COMPLETE
13,CRP,B,2021-01-07 16:57:20,COMPLETE
15,CRP,B,2021-01-07 17:46:59,COMPLETE
24,LacticAcid,B,2021-01-07 17:55:09,COMPLETE
19,CRP,B,2021-01-07 18:33:03,COMPLETE
10,LacticAcid,B,2021-01-07 19:21:25,COMPLETE
14,CRP,B,2021-01-07 20:22:09,COMPLETE
24,LacticAcid,B,2021-01-07 22:39:25,COMPLETE
22,CRP,B,2021-01-07 22:52:55,COMPLETE
20,Leucocytes,B,2021-01-07 23:05:50,COMPLETE
10,Admission NC,D,2021-01-07 23:19:51,COMPLETE
25,CRP,B,2021-01-08 00:40:23,COMPLETE
23,Leucocytes,B,2021-01-08 01:04:30,COMPLETE
5,Release C,E,2021-01-08 01:22:00,COMPLETE
18,IV Liquid,A,2021-01-08 01:27:33,COMPLETE
18,ER Registration,A,2021-01-08 01:40:48,COMPLETE
18,ER Triage,C,2021-01-08 01:50:46,COMPLETE
18,Leucocytes,B,2021-01-08 02:06:07,COMPLETE
17,IV Liquid,A,2021-01-08 02:14:37,COMPLETE
24,Admission NC,S,2021-01-08 03:17:40,COMPLETE
17,ER Triage,C,2021-01-08 03:20:31,COMPLETE
17,ER Registration,A,2021-01-08 03:30:53,COMPLETE
17,Leucocytes,B,2021-01-08 03:41:04,COMPLETE
21,CRP,B,2021-01-08 04:19:58,COMPLETE
16,CRP,B,2021-01-08 05:23:08,COMPLETE
8,LacticAcid,B,2021-01-08 06:10:07,COMPLETE
6,Release A,E,2021-01-08 06:25:43,COMPLETE
15,CRP,B,2021-01-08 06:48:21,COMPLETE
13,IV Antibiotics,A,2021-01-08 07:07:53,COMPLETE
26,IV Liquid,A,2021-01-08 07:27:20,COMPLETE
26,ER Triage,C,2021-01-08 08:47:28,COMPLETE
8,IV Antibiotics,A,2021-01-08 08:58:16,COMPLETE
26,ER Registration,L,2021-01-08 08:58:49,COMPLETE
26,Leucocytes,B,2021-01-08 09:10:33,COMPLETE
20,ER Registration,A,2021-01-08 09:16:10,COMPLETE
20,ER Triage,C,2021-01-08 09:27:22,COMPLETE
20,IV Liquid,A,2021-01-08 09:34:04,COMPLETE
20,ER Sepsis Triage,A,2021-01-08 09:34:04,COMPLETE
13,IV Antibiotics,A,2021-01-08 09:55:23,COMPLETE
20,CRP,B,2021-01-08 09:56:49,COMPLETE
8,Release A,E,2021-01-08 10:51:10,COMPLETE
19,Leucocytes,B,2021-01-08 11:54:39,COMPLETE
17,Leucocytes,B,2021-01-08 11:59:51,COMPLETE
13,Admission NC,F,2021-01-08 12:45:37,COMPLETE
27,ER Registration,A,2021-01-08 14:14:09,COMPLETE
27,IV Liquid,A,2021-01-08 14:24:31,COMPLETE
14,ER Triage,C,2021-01-08 14:58:20,COMPLETE
14,IV Liquid,A,2021-01-08 14:59:47,COMPLETE
27,ER Triage,C,2021-01-08 15:17:41,COMPLETE
27,CRP,B,2021-01-08 15:24:50,COMPLETE
11,LacticAcid,B,2021-01-08 15:49:57,COMPLETE
23,Leucocytes,B,2021-01-08 16:19:31,COMPLETE
14,ER Registration,A,2021-01-08 16:34:31,COMPLETE
14,Admission NC,D,2021-01-08 16:46:03,COMPLETE
26,Leucocytes,B,2021-01-08 19:15:23,COMPLETE
18,Leucocytes,B,2021-01-08 19:25:23,COMPLETE
11,LacticAcid,B,2021-01-08 19:27:20,COMPLETE
22,CRP,B,2021-01-08 20:20:04,COMPLETE
19,Leucocytes,B,2021-01-08 20:40:28,COMPLETE
28,ER Triage,C,2021-01-08 20:58:33,COMPLETE
28,ER Registration,A,2021-01-08 21:17:24,COMPLETE
25,CRP,B,2021-01-08 21:28:23,COMPLETE
28,IV Liquid,A,2021-01-08 21:30:00,COMPLETE
16,Admission NC,M,2021-01-08 22:04:58,COMPLETE
28,ER Sepsis Triage,A,2021-01-08 22:33:22,COMPLETE
28,Leucocytes,B,2021-01-08 22:54:57,COMPLETE
21,Leucocytes,B,2021-01-08 23:32:46,COMPLETE
23,CRP,B,2021-01-09 01:32:08,COMPLETE
11,Release A,E,2021-01-09 01:32:17,COMPLETE
17,Leucocytes,B,2021-01-09 01:43:05,COMPLETE
15,IV Antibiotics,A,2021-01-09 01:46:11,COMPLETE
15,IV Antibiotics,A,2021-01-09 02:29:24,COMPLETE
29,CRP,B,2021-01-09 03:42:41,COMPLETE
20,CRP,B,2021-01-09 05:12:15,COMPLETE
27,CRP,B,2021-01-09 06:16:03,COMPLETE
15,Admission NC,I,2021-01-09 06:27:42,COMPLETE
18,Leucocytes,B,2021-01-09 07:06:28,COMPLETE
24,Release A,E,2021-01-09 08:54:16,COMPLETE
26,Leucocytes,B,2021-01-09 09:34:08,COMPLETE
17,ER Sepsis Triage,A,2021-01-09 09:43:51,COMPLETE
17,Admission NC,D,2021-01-09 09:57:57,COMPLETE
30,CRP,B,2021-01-09 10:26:43,COMPLETE
19,Leucocytes,B,2021-01-09 11:03:03,COMPLETE
22,IV Liquid,A,2021-01-09 11:40:22,COMPLETE
10,Release A,E,2021-01-09 12:32:11,COMPLETE
22,ER Triage,C,2021-01-09 13:21:44,COMPLETE
22,ER Registration,A,2021-01-09 13:26:44,COMPLETE
22,Leucocytes,B,2021-01-09 13:38:27,COMPLETE
21,Leucocytes,B,2021-01-09 14:51:35,COMPLETE
28,Leucocytes,B,2021-01-09 15:12:39,COMPLETE
25,CRP,B,2021-01-09 15:50:11,COMPLETE
31,ER Sepsis Triage,A,2021-01-09 17:06:51,COMPLETE
31,CRP,B,2021-01-09 17:24:27,COMPLETE
26,ER Sepsis Triage,A,2021-01-09 17:26:46,COMPLETE
26,CRP,B,2021-01-09 17:49:08,COMPLETE
13,Release A,E,2021-01-09 18:26:50,COMPLETE
20,CRP,B,2021-01-09 19:24:04,COMPLETE
29,CRP,B,2021-01-09 22:13:46,COMPLETE
18,ER Sepsis Triage,A,2021-01-09 22:18:03,COMPLETE
18,LacticAcid,B,2021-01-09 22:34:07,COMPLETE
27,CRP,B,2021-01-09 22:35:22,COMPLETE
23,CRP,B,2021-01-09 23:08:18,COMPLETE
32,ER Sepsis Triage,A,2021-01-09 23:53:40,COMPLETE
32,CRP,B,2021-01-10 00:15:05,COMPLETE
19,ER Sepsis Triage,A,2021-01-10 01:00:41,COMPLETE
19,ER Registration,A,2021-01-10 01:15:59,COMPLETE
19,IV Liquid,A,2021-01-10 01:25:26,COMPLETE
18,IV Antibiotics,A,2021-01-10 01:41:20,COMPLETE
19,ER Triage,C,2021-01-10 02:20:35,COMPLETE
19,LacticAcid,B,2021-01-10 02:24:47,COMPLETE
22,Leucocytes,B,2021-01-10 02:31:38,COMPLETE
18,Admission NC,G,2021-01-10 02:33:45,COMPLETE
21,Leucocytes,B,2021-01-10 03:12:07,COMPLETE
28,Leucocytes,B,2021-01-10 03:14:12,COMPLETE
14,IV Antibiotics,L,2021-01-10 04:50:18,COMPLETE
14,IV Antibiotics,L,2021-01-10 04:50:18,COMPLETE
19,LacticAcid,B,2021-01-10 06:16:31,COMPLETE
33,ER Sepsis Triage,A,2021-01-10 06:40:45,COMPLETE
33,Leucocytes,B,2021-01-10 06:54:32,COMPLETE
30,CRP,B,2021-01-10 08:13:02,COMPLETE
31,CRP,B,2021-01-10 08:32:00,COMPLETE
26,CRP,B,2021-01-10 09:25:46,COMPLETE
16,IV Antibiotics,L,2021-01-10 10:27:08,COMPLETE
19,Admission NC,K,2021-01-10 11:15:21,COMPLETE
22,Leucocytes,B,2021-01-10 12:06:23,COMPLETE
32,CRP,B,2021-01-10 12:40:03,COMPLETE
25,ER Sepsis Triage,L,2021-01-10 12:42:31,COMPLETE
25,IV Liquid,L,2021-01-10 12:59:31,COMPLETE
16,IV Antibiotics,L,2021-01-10 13:14:17,COMPLETE
34,ER Sepsis Triage,A,2021-01-10 13:26:49,COMPLETE
34,Leucocytes,B,2021-01-10 13:41:03,COMPLETE
16,Release A,E,2021-01-10 14:00:42,COMPLETE
29,CRP,B,2021-01-10 14:35:26,COMPLETE
25,ER Registration,L,2021-01-10 14:47:27,COMPLETE
25,ER Triage,C,2021-01-10 14:58:40,COMPLETE
25,Leucocytes,B,2021-01-10 15:11:49,COMPLETE
28,CRP,B,2021-01-10 15:43:26,COMPLETE
20,Admission NC,M,2021-01-10 15:51:48,COMPLETE
23,CRP,B,2021-01-10 18:25:07,COMPLETE
22,Admission NC,G,2021-01-10 19:49:19,COMPLETE
21,IV Liquid,A,2021-01-10 19:50:23,COMPLETE
27,ER Sepsis Triage,A,2021-01-10 19:54:26,COMPLETE
21,ER Registration,A,2021-01-10 19:59:27,COMPLETE
35,CRP,B,2021-01-10 20:07:26,COMPLETE
21,ER Triage,C,2021-01-10 20:09:45,COMPLETE
27,Leucocytes,B,2021-01-10 20:17:52,COMPLETE
21,ER Sepsis Triage,A,2021-01-10 20:26:27,COMPLETE
21,Admission NC,P,2021-01-10 20:50:01,COMPLETE
15,Release A,E,2021-01-10 21:26:00,COMPLETE
33,Leucocytes,B,2021-01-10 22:43:22,COMPLETE
17,IV Antibiotics,A,2021-01-11 00:19:50,COMPLETE
31,CRP,B,2021-01-11 00:21:50,COMPLETE
30,CRP,B,2021-01-11 00:53:11,COMPLETE
34,Leucocytes,B,2021-01-11 01:24:48,COMPLETE
36,ER Registration,A,2021-01-11 02:49:44,COMPLETE
17,LacticAcid,B,2021-01-11 02:57:10,COMPLETE
36,IV Liquid,A,2021-01-11 03:02:40,COMPLETE
36,ER Triage,C,2021-01-11 04:43:47,COMPLETE
36,CRP,B,2021-01-11 05:02:59,COMPLETE
26,CRP,B,2021-01-11 05:16:29,COMPLETE
29,ER Sepsis Triage,L,2021-01-11 05:59:15,COMPLETE
29,ER Registration,L,2021-01-11 06:16:56,COMPLETE
29,IV Liquid,L,2021-01-11 06:28:51,COMPLETE
29,ER Triage,C,2021-01-11 06:57:29,COMPLETE
29,Leucocytes,B,2021-01-11 07:02:58,COMPLETE
32,CRP,B,2021-01-11 07:05:13,COMPLETE
28,CRP,B,2021-01-11 08:03:07,COMPLETE
25,Leucocytes,B,2021-01-11 08:16:17,COMPLETE
17,Release A,E,2021-01-11 08:27:16,COMPLETE
37,CRP,B,2021-01-11 09:31:42,COMPLETE
35,CRP,B,2021-01-11 10:16:58,COMPLETE
34,Leucocytes,B,2021-01-11 12:25:00,COMPLETE
31,ER Registration,A,2021-01-11 13:19:13,COMPLETE
23,Admission NC,F,2021-01-11 13:19:45,COMPLETE
31,IV Liquid,A,2021-01-11 13:30:10,COMPLETE
27,Leucocytes,B,2021-01-11 14:02:26,COMPLETE
30,IV Liquid,A,2021-01-11 14:35:28,COMPLETE
30,ER Registration,A,2021-01-11 14:35:28,COMPLETE
30,ER Triage,C,2021-01-11 14:45:58,COMPLETE
30,Leucocytes,B,2021-01-11 14:58:02,COMPLETE
33,Leucocytes,B,2021-01-11 15:08:40,COMPLETE
31,ER Triage,C,2021-01-11 15:17:59,COMPLETE
31,Leucocytes,B,2021-01-11 15:26:06,COMPLETE
25,Leucocytes,B,2021-01-11 16:08:58,COMPLETE
38,Release A,E,2021-01-11 16:18:26,COMPLETE
18,Release A,E,2021-01-11 16:38:40,COMPLETE
29,Leucocytes,B,2021-01-11 17:20:37,COMPLETE
26,Admission NC,V,2021-01-11 19:56:49,COMPLETE
20,IV Antibiotics,L,2021-01-11 22:48:58,COMPLETE
20,IV Antibiotics,L,2021-01-11 22:48:58,COMPLETE
39,ER Registration,L,2021-01-11 23:05:23,COMPLETE
39,IV Liquid,L,2021-01-11 23:15:48,COMPLETE
36,CRP,B,2021-01-11 23:20:54,COMPLETE
32,IV Liquid,A,2021-01-11 23:33:15,COMPLETE
34,ER Triage,C,2021-01-11 23:43:05,COMPLETE
34,ER Registration,L,2021-01-11 23:46:16,COMPLETE
34,IV Liquid,L,2021-01-11 23:57:04,COMPLETE
39,ER Triage,C,2021-01-12 00:21:31,COMPLETE
39,CRP,B,2021-01-12 00:21:59,COMPLETE
32,ER Registration,A,2021-01-12 00:52:51,COMPLETE
32,ER Triage,C,2021-01-12 01:03:45,COMPLETE
20,Release A,E,2021-01-12 01:03:58,COMPLETE
21,IV Antibiotics,L,2021-01-12 01:04:04,COMPLETE
32,Leucocytes,B,2021-01-12 01:15:38,COMPLETE
35,CRP,B,2021-01-12 01:22:18,COMPLETE
34,CRP,B,2021-01-12 01:39:29,COMPLETE
19,Release A,E,2021-01-12 02:05:50,COMPLETE
21,LacticAcid,B,2021-01-12 02:49:25,COMPLETE
28,CRP,B,2021-01-12 02:57:05,COMPLETE
37,CRP,B,2021-01-12 03:05:02,COMPLETE
21,Release A,E,2021-01-12 03:48:42,COMPLETE
30,Leucocytes,B,2021-01-12 04:03:07,COMPLETE
29,Leucocytes,B,2021-01-12 04:25:36,COMPLETE
27,Leucocytes,B,2021-01-12 05:20:38,COMPLETE
40,Leucocytes,B,2021-01-12 05:55:26,COMPLETE
33,CRP,B,2021-01-12 05:58:12,COMPLETE
25,LacticAcid,B,2021-01-12 06:12:05,COMPLETE
22,LacticAcid,B,2021-01-12 08:04:48,COMPLETE
25,LacticAcid,B,2021-01-12 09:53:19,COMPLETE
31,Leucocytes,B,2021-01-12 11:14:30,COMPLETE
41,ER Triage,C,2021-01-12 12:42:33,COMPLETE
41,ER Registration,A,2021-01-12 12:42:33,COMPLETE
41,IV Liquid,A,2021-01-12 12:52:31,COMPLETE
25,Admission NC,V,2021-01-12 13:27:54,COMPLETE
32,Leucocytes,B,2021-01-12 13:49:09,COMPLETE
22,LacticAcid,B,2021-01-12 13:50:42,COMPLETE
41,ER Sepsis Triage,A,2021-01-12 14:57:27,COMPLETE
41,Leucocytes,B,2021-01-12 15:16:17,COMPLETE
36,CRP,B,2021-01-12 15:30:54,COMPLETE
29,LacticAcid,B,2021-01-12 15:50:50,COMPLETE
30,Leucocytes,B,2021-01-12 16:28:26,COMPLETE
34,CRP,B,2021-01-12 16:31:13,COMPLETE
39,CRP,B,2021-01-12 17:29:44,COMPLETE
22,Release A,E,2021-01-12 18:33:14,COMPLETE
42,ER Triage,C,2021-01-12 19:30:52,COMPLETE
42,IV Liquid,A,2021-01-12 19:33:29,COMPLETE
29,LacticAcid,B,2021-01-12 20:15:56,COMPLETE
42,ER Registration,A,2021-01-12 20:40:58,COMPLETE
35,ER Triage,C,2021-01-12 20:46:51,COMPLETE
42,CRP,B,2021-01-12 20:52:34,COMPLETE
35,ER Registration,A,2021-01-12 20:58:38,COMPLETE
35,IV Liquid,A,2021-01-12 21:10:14,COMPLETE
40,Leucocytes,B,2021-01-12 22:07:03,COMPLETE
26,LacticAcid,B,2021-01-12 22:19:31,COMPLETE
33,CRP,B,2021-01-12 22:37:54,COMPLETE
35,Leucocytes,B,2021-01-12 23:07:44,COMPLETE
32,Leucocytes,B,2021-01-12 23:46:14,COMPLETE
31,Leucocytes,B,2021-01-12 23:59:48,COMPLETE
29,Admission NC,M,2021-01-13 00:01:34,COMPLETE
28,Admission NC,O,2021-01-13 00:07:39,COMPLETE
37,CRP,B,2021-01-13 00:32:55,COMPLETE
26,LacticAcid,B,2021-01-13 02:07:58,COMPLETE
23,LacticAcid,B,2021-01-13 02:15:12,COMPLETE
43,Leucocytes,B,2021-01-13 02:17:26,COMPLETE
23,IV Antibiotics,A,2021-01-13 05:41:02,COMPLETE
34,CRP,B,2021-01-13 06:05:18,COMPLETE
23,Release A,E,2021-01-13 06:16:35,COMPLETE
26,Release A,E,2021-01-13 06:25:30,COMPLETE
36,ER Sepsis Triage,A,2021-01-13 07:05:28,COMPLETE
36,Leucocytes,B,2021-01-13 07:14:34,COMPLETE
30,ER Sepsis Triage,A,2021-01-13 07:43:50,COMPLETE
30,Admission NC,M,2021-01-13 08:05:27,COMPLETE
44,ER Sepsis Triage,A,2021-01-13 09:03:47,COMPLETE
41,Leucocytes,B,2021-01-13 09:07:45,COMPLETE
44,ER Registration,A,2021-01-13 09:16:24,COMPLETE
44,IV Liquid,A,2021-01-13 09:27:47,COMPLETE
