case:id,case:concept:name,concept:name,time:timestamp
62,18,A_SUBMITTED,1970-04-26 18:47:42
63,18,A_PARTLYSUBMITTED,1970-04-26 18:47:43
64,18,A_DECLINED,1970-04-26 18:47:44
65,19,A_SUBMITTED,1970-04-26 18:47:45
66,19,A_PARTLYSUBMITTED,1970-04-26 18:47:46
67,19,A_ACCEPTED,1970-04-26 18:47:47
68,19,A_CANCELLED,1970-04-26 18:47:48
69,20,A_SUBMITTED,1970-04-26 18:47:49
70,20,A_PARTLYSUBMITTED,1970-04-26 18:47:50
71,20,A_APPROVED,1970-04-26 18:47:51
72,20,A_ACTIVATED,1970-04-26 18:47:52
73,20,A_REGISTERED,1970-04-26 18:47:53
74,21,A_SUBMITTED,1970-04-26 18:47:54
75,21,A_PARTLYSUBMITTED,1970-04-26 18:47:55
76,21,A_DECLINED,1970-04-26 18:47:56
77,22,A_SUBMITTED,1970-04-26 18:47:57
78,22,A_PARTLYSUBMITTED,1970-04-26 18:47:58
79,22,A_ACTIVATED,1970-04-26 18:47:59
80,22,A_REGISTERED,1970-04-26 18:48:00
81,22,A_APPROVED,1970-04-26 18:48:01
82,23,A_SUBMITTED,1970-04-26 18:48:02
83,23,A_PARTLYSUBMITTED,1970-04-26 18:48:03
84,23,A_PREACCEPTED,1970-04-26 18:48:04
85,23,A_CANCELLED,1970-04-26 18:48:05
86,24,A_SUBMITTED,1970-04-26 18:48:06
87,24,A_PARTLYSUBMITTED,1970-04-26 18:48:07
88,24,A_DECLINED,1970-04-26 18:48:08
89,25,A_SUBMITTED,1970-04-26 18:48:09
90,25,A_PARTLYSUBMITTED,1970-04-26 18:48:10
91,26,A_SUBMITTED,1970-04-26 18:48:11
92,26,A_PARTLYSUBMITTED,1970-04-26 18:48:12
93,26,A_DECLINED,1970-04-26 18:48:13
94,27,A_SUBMITTED,1970-04-26 18:48:14
95,27,A_PARTLYSUBMITTED,1970-04-26 18:48:15
96,27,A_DECLINED,1970-04-26 18:48:16
97,28,A_SUBMITTED,1970-04-26 18:48:17
98,28,A_PARTLYSUBMITTED,1970-04-26 18:48:18
99,28,A_DECLINED,1970-04-26 18:48:19
100,29,A_SUBMITTED,1970-04-26 18:48:20
101,29,A_PARTLYSUBMITTED,1970-04-26 18:48:21
102,29,A_PREACCEPTED,1970-04-26 18:48:22
103,29,A_DECLINED,1970-04-26 18:48:23
104,30,A_SUBMITTED,1970-04-26 18:48:24
105,30,A_PARTLYSUBMITTED,1970-04-26 18:48:25
106,30,A_DECLINED,1970-04-26 18:48:26
107,31,A_SUBMITTED,1970-04-26 18:48:27
108,31,A_PARTLYSUBMITTED,1970-04-26 18:48:28
109,31,A_DECLINED,1970-04-26 18:48:29
110,32,A_SUBMITTED,1970-04-26 18:48:30
111,32,A_PARTLYSUBMITTED,1970-04-26 18:48:31
112,32,A_PREACCEPTED,1970-04-26 18:48:32
113,32,A_ACTIVATED,1970-04-26 18:48:33
114,32,A_APPROVED,1970-04-26 18:48:34
115,32,A_REGISTERED,1970-04-26 18:48:35
116,33,A_SUBMITTED,1970-04-26 18:48:36
117,33,A_PARTLYSUBMITTED,1970-04-26 18:48:37
118,33,A_CANCELLED,1970-04-26 18:48:38
119,34,A_SUBMITTED,1970-04-26 18:48:39
120,34,A_PARTLYSUBMITTED,1970-04-26 18:48:40
121,34,A_DECLINED,1970-04-26 18:48:41
122,35,A_SUBMITTED,1970-04-26 18:48:42
123,35,A_PARTLYSUBMITTED,1970-04-26 18:48:43
124,35,A_PREACCEPTED,1970-04-26 18:48:44
125,35,A_DECLINED,1970-04-26 18:48:45
126,36,A_SUBMITTED,1970-04-26 18:48:46
127,36,A_PARTLYSUBMITTED,1970-04-26 18:48:47
128,36,A_ACCEPTED,1970-04-26 18:48:48
129,36,A_CANCELLED,1970-04-26 18:48:49
130,37,A_SUBMITTED,1970-04-26 18:48:50
131,37,A_PARTLYSUBMITTED,1970-04-26 18:48:51
132,37,A_FINALIZED,1970-04-26 18:48:52
133,37,A_DECLINED,1970-04-26 18:48:53
134,38,A_SUBMITTED,1970-04-26 18:48:54
135,38,A_PARTLYSUBMITTED,1970-04-26 18:48:55
136,38,A_DECLINED,1970-04-26 18:48:56
137,39,A_SUBMITTED,1970-04-26 18:48:57
138,39,A_PARTLYSUBMITTED,1970-04-26 18:48:58
139,39,A_PREACCEPTED,1970-04-26 18:48:59
140,39,A_DECLINED,1970-04-26 18:49:00
141,40,A_SUBMITTED,1970-04-26 18:49:01
142,40,A_PARTLYSUBMITTED,1970-04-26 18:49:02
143,40,A_ACTIVATED,1970-04-26 18:49:03
144,40,A_REGISTERED,1970-04-26 18:49:04
145,40,A_APPROVED,1970-04-26 18:49:05
146,41,A_SUBMITTED,1970-04-26 18:49:06
147,41,A_PARTLYSUBMITTED,1970-04-26 18:49:07
148,41,A_DECLINED,1970-04-26 18:49:08
149,42,A_SUBMITTED,1970-04-26 18:49:09
150,42,A_PARTLYSUBMITTED,1970-04-26 18:49:10
151,42,A_DECLINED,1970-04-26 18:49:11
152,43,A_SUBMITTED,1970-04-26 18:49:12
153,43,A_PARTLYSUBMITTED,1970-04-26 18:49:13
154,43,A_PREACCEPTED,1970-04-26 18:49:14
155,43,A_DECLINED,1970-04-26 18:49:15
156,44,A_SUBMITTED,1970-04-26 18:49:16
157,44,A_PARTLYSUBMITTED,1970-04-26 18:49:17
158,44,A_DECLINED,1970-04-26 18:49:18
159,45,A_SUBMITTED,1970-04-26 18:49:19
160,45,A_PARTLYSUBMITTED,1970-04-26 18:49:20
161,45,A_DECLINED,1970-04-26 18:49:21
162,46,A_SUBMITTED,1970-04-26 18:49:22
163,46,A_PARTLYSUBMITTED,1970-04-26 18:49:23
164,46,A_PREACCEPTED,1970-04-26 18:49:24
165,47,A_SUBMITTED,1970-04-26 18:49:25
166,47,A_PARTLYSUBMITTED,1970-04-26 18:49:26
167,47,A_PREACCEPTED,1970-04-26 18:49:27
168,47,A_APPROVED,1970-04-26 18:49:28
169,47,A_REGISTERED,1970-04-26 18:49:29
170,47,A_ACTIVATED,1970-04-26 18:49:30
171,48,A_SUBMITTED,1970-04-26 18:49:31
172,48,A_PARTLYSUBMITTED,1970-04-26 18:49:32
173,48,A_DECLINED,1970-04-26 18:49:33
174,49,A_SUBMITTED,1970-04-26 18:49:34
175,49,A_PARTLYSUBMITTED,1970-04-26 18:49:35
176,49,A_PREACCEPTED,1970-04-26 18:49:36
177,49,A_REGISTERED,1970-04-26 18:49:37
178,49,A_ACTIVATED,1970-04-26 18:49:38
179,49,A_APPROVED,1970-04-26 18:49:39
180,50,A_SUBMITTED,1970-04-26 18:49:40
181,50,A_PARTLYSUBMITTED,1970-04-26 18:49:41
182,50,A_PREACCEPTED,1970-04-26 18:49:42
183,50,A_DECLINED,1970-04-26 18:49:43
184,51,A_SUBMITTED,1970-04-26 18:49:44
185,51,A_PARTLYSUBMITTED,1970-04-26 18:49:45
186,51,A_REGISTERED,1970-04-26 18:49:46
187,51,A_ACTIVATED,1970-04-26 18:49:47
188,51,A_APPROVED,1970-04-26 18:49:48
189,52,A_SUBMITTED,1970-04-26 18:49:49
190,52,A_PARTLYSUBMITTED,1970-04-26 18:49:50
191,52,A_ACCEPTED,1970-04-26 18:49:51
192,52,A_REGISTERED,1970-04-26 18:49:52
193,52,A_APPROVED,1970-04-26 18:49:53
194,52,A_ACTIVATED,1970-04-26 18:49:54
195,53,A_SUBMITTED,1970-04-26 18:49:55
196,53,A_PARTLYSUBMITTED,1970-04-26 18:49:56
197,53,A_ACCEPTED,1970-04-26 18:49:57
198,53,A_DECLINED,1970-04-26 18:49:58
199,54,A_SUBMITTED,1970-04-26 18:49:59
200,54,A_PARTLYSUBMITTED,1970-04-26 18:50:00
201,55,A_SUBMITTED,1970-04-26 18:50:01
202,55,A_PARTLYSUBMITTED,1970-04-26 18:50:02
203,55,A_DECLINED,1970-04-26 18:50:03
204,56,A_SUBMITTED,1970-04-26 18:50:04
205,56,A_PARTLYSUBMITTED,1970-04-26 18:50:05
206,57,A_SUBMITTED,1970-04-26 18:50:06
207,57,A_PARTLYSUBMITTED,1970-04-26 18:50:07
208,57,A_PREACCEPTED,1970-04-26 18:50:08
209,57,A_CANCELLED,1970-04-26 18:50:09
210,58,A_SUBMITTED,1970-04-26 18:50:10
211,58,A_PARTLYSUBMITTED,1970-04-26 18:50:11
212,58,A_FINALIZED,1970-04-26 18:50:12
213,58,A_CANCELLED,1970-04-26 18:50:13
214,59,A_SUBMITTED,1970-04-26 18:50:14
215,59,A_PARTLYSUBMITTED,1970-04-26 18:50:15
216,60,A_SUBMITTED,1970-04-26 18:50:16
217,60,A_PARTLYSUBMITTED,1970-04-26 18:50:17
218,60,A_CANCELLED,1970-04-26 18:50:18
219,61,A_SUBMITTED,1970-04-26 18:50:19
220,61,A_PARTLYSUBMITTED,1970-04-26 18:50:20
221,61,A_PREACCEPTED,1970-04-26 18:50:21
222,62,A_SUBMITTED,1970-04-26 18:50:22
223,62,A_PARTLYSUBMITTED,1970-04-26 18:50:23
224,62,A_PREACCEPTED,1970-04-26 18:50:24
225,63,A_SUBMITTED,1970-04-26 18:50:25
226,63,A_PARTLYSUBMITTED,1970-04-26 18:50:26
227,63,A_CANCELLED,1970-04-26 18:50:27
228,64,A_SUBMITTED,1970-04-26 18:50:28
229,64,A_PARTLYSUBMITTED,1970-04-26 18:50:29
230,64,A_CANCELLED,1970-04-26 18:50:30
231,65,A_SUBMITTED,1970-04-26 18:50:31
232,65,A_PARTLYSUBMITTED,1970-04-26 18:50:32
233,65,A_ACTIVATED,1970-04-26 18:50:33
234,65,A_REGISTERED,1970-04-26 18:50:34
235,65,A_APPROVED,1970-04-26 18:50:35
236,66,A_SUBMITTED,1970-04-26 18:50:36
237,66,A_PARTLYSUBMITTED,1970-04-26 18:50:37
238,66,A_APPROVED,1970-04-26 18:50:38
239,66,A_ACTIVATED,1970-04-26 18:50:39
240,66,A_REGISTERED,1970-04-26 18:50:40
241,67,A_SUBMITTED,1970-04-26 18:50:41
242,67,A_PARTLYSUBMITTED,1970-04-26 18:50:42
243,67,A_DECLINED,1970-04-26 18:50:43
244,68,A_SUBMITTED,1970-04-26 18:50:44
245,68,A_PARTLYSUBMITTED,1970-04-26 18:50:45
246,68,A_ACTIVATED,1970-04-26 18:50:46
247,68,A_APPROVED,1970-04-26 18:50:47
248,68,A_REGISTERED,1970-04-26 18:50:48
249,69,A_SUBMITTED,1970-04-26 18:50:49
250,69,A_PARTLYSUBMITTED,1970-04-26 18:50:50
251,69,A_ACTIVATED,1970-04-26 18:50:51
252,69,A_REGISTERED,1970-04-26 18:50:52
253,69,A_APPROVED,1970-04-26 18:50:53
254,70,A_SUBMITTED,1970-04-26 18:50:54
255,70,A_PARTLYSUBMITTED,1970-04-26 18:50:55
256,70,A_APPROVED,1970-04-26 18:50:56
257,70,A_REGISTERED,1970-04-26 18:50:57
258,70,A_ACTIVATED,1970-04-26 18:50:58
259,71,A_SUBMITTED,1970-04-26 18:50:59
260,71,A_PARTLYSUBMITTED,1970-04-26 18:51:00
261,71,A_DECLINED,1970-04-26 18:51:01
262,72,A_SUBMITTED,1970-04-26 18:51:02
263,72,A_PARTLYSUBMITTED,1970-04-26 18:51:03
264,72,A_DECLINED,1970-04-26 18:51:04
265,73,A_SUBMITTED,1970-04-26 18:51:05
266,73,A_PARTLYSUBMITTED,1970-04-26 18:51:06
267,73,A_ACCEPTED,1970-04-26 18:51:07
268,73,A_DECLINED,1970-04-26 18:51:08
269,74,A_SUBMITTED,1970-04-26 18:51:09
270,74,A_PARTLYSUBMITTED,1970-04-26 18:51:10
271,74,A_PREACCEPTED,1970-04-26 18:51:11
272,74,A_ACTIVATED,1970-04-26 18:51:12
273,74,A_APPROVED,1970-04-26 18:51:13
274,74,A_REGISTERED,1970-04-26 18:51:14
275,75,A_SUBMITTED,1970-04-26 18:51:15
276,75,A_PARTLYSUBMITTED,1970-04-26 18:51:16
277,75,A_ACCEPTED,1970-04-26 18:51:17
278,75,A_CANCELLED,1970-04-26 18:51:18
279,76,A_SUBMITTED,1970-04-26 18:51:19
280,76,A_PARTLYSUBMITTED,1970-04-26 18:51:20
281,76,A_DECLINED,1970-04-26 18:51:21
282,77,A_SUBMITTED,1970-04-26 18:51:22
283,77,A_PARTLYSUBMITTED,1970-04-26 18:51:23
284,77,A_PREACCEPTED,1970-04-26 18:51:24
285,77,A_DECLINED,1970-04-26 18:51:25
286,78,A_SUBMITTED,1970-04-26 18:51:26
287,78,A_PARTLYSUBMITTED,1970-04-26 18:51:27
288,78,A_DECLINED,1970-04-26 18:51:28
289,79,A_SUBMITTED,1970-04-26 18:51:29
290,79,A_PARTLYSUBMITTED,1970-04-26 18:51:30
291,79,A_DECLINED,1970-04-26 18:51:31
292,80,A_SUBMITTED,1970-04-26 18:51:32
293,80,A_PARTLYSUBMITTED,1970-04-26 18:51:33
294,81,A_SUBMITTED,1970-04-26 18:51:34
295,81,A_PARTLYSUBMITTED,1970-04-26 18:51:35
296,81,A_CANCELLED,1970-04-26 18:51:36
297,82,A_SUBMITTED,1970-04-26 18:51:37
298,82,A_PARTLYSUBMITTED,1970-04-26 18:51:38
299,82,A_CANCELLED,1970-04-26 18:51:39
300,83,A_SUBMITTED,1970-04-26 18:51:40
301,83,A_PARTLYSUBMITTED,1970-04-26 18:51:41
302,83,A_DECLINED,1970-04-26 18:51:42
303,84,A_SUBMITTED,1970-04-26 18:51:43
304,84,A_PARTLYSUBMITTED,1970-04-26 18:51:44
305,84,A_REGISTERED,1970-04-26 18:51:45
306,84,A_APPROVED,1970-04-26 18:51:46
307,84,A_ACTIVATED,1970-04-26 18:51:47
308,85,A_SUBMITTED,1970-04-26 18:51:48
309,85,A_PARTLYSUBMITTED,1970-04-26 18:51:49
310,85,A_REGISTERED,1970-04-26 18:51:50
311,85,A_ACTIVATED,1970-04-26 18:51:51
312,85,A_APPROVED,1970-04-26 18:51:52
313,86,A_SUBMITTED,1970-04-26 18:51:53
314,86,A_PARTLYSUBMITTED,1970-04-26 18:51:54
315,87,A_SUBMITTED,1970-04-26 18:51:55
316,87,A_PARTLYSUBMITTED,1970-04-26 18:51:56
317,87,A_DECLINED,1970-04-26 18:51:57
318,88,A_SUBMITTED,1970-04-26 18:51:58
319,88,A_PARTLYSUBMITTED,1970-04-26 18:51:59
320,88,A_DECLINED,1970-04-26 18:52:00
321,89,A_SUBMITTED,1970-04-26 18:52:01
322,89,A_PARTLYSUBMITTED,1970-04-26 18:52:02
323,89,A_DECLINED,1970-04-26 18:52:03
324,90,A_SUBMITTED,1970-04-26 18:52:04
325,90,A_PARTLYSUBMITTED,1970-04-26 18:52:05
326,90,A_DECLINED,1970-04-26 18:52:06
327,91,A_SUBMITTED,1970-04-26 18:52:07
328,91,A_PARTLYSUBMITTED,1970-04-26 18:52:08
329,91,A_DECLINED,1970-04-26 18:52:09
330,92,A_SUBMITTED,1970-04-26 18:52:10
331,92,A_PARTLYSUBMITTED,1970-04-26 18:52:11
332,92,A_DECLINED,1970-04-26 18:52:12
333,93,A_SUBMITTED,1970-04-26 18:52:13
334,93,A_PARTLYSUBMITTED,1970-04-26 18:52:14
335,93,A_CANCELLED,1970-04-26 18:52:15
336,94,A_SUBMITTED,1970-04-26 18:52:16
337,94,A_PARTLYSUBMITTED,1970-04-26 18:52:17
338,94,A_DECLINED,1970-04-26 18:52:18
339,95,A_SUBMITTED,1970-04-26 18:52:19
340,95,A_PARTLYSUBMITTED,1970-04-26 18:52:20
341,95,A_REGISTERED,1970-04-26 18:52:21
342,95,A_APPROVED,1970-04-26 18:52:22
343,95,A_ACTIVATED,1970-04-26 18:52:23
344,96,A_SUBMITTED,1970-04-26 18:52:24
345,96,A_PARTLYSUBMITTED,1970-04-26 18:52:25
346,96,A_ACTIVATED,1970-04-26 18:52:26
347,96,A_APPROVED,1970-04-26 18:52:27
348,96,A_REGISTERED,1970-04-26 18:52:28
349,97,A_SUBMITTED,1970-04-26 18:52:29
350,97,A_PARTLYSUBMITTED,1970-04-26 18:52:30
351,97,A_FINALIZED,1970-04-26 18:52:31
352,97,A_DECLINED,1970-04-26 18:52:32
353,98,A_SUBMITTED,1970-04-26 18:52:33
354,98,A_PARTLYSUBMITTED,1970-04-26 18:52:34
355,98,A_DECLINED,1970-04-26 18:52:35
356,99,A_SUBMITTED,1970-04-26 18:52:36
357,99,A_PARTLYSUBMITTED,1970-04-26 18:52:37
358,99,A_DECLINED,1970-04-26 18:52:38
359,100,A_SUBMITTED,1970-04-26 18:52:39
360,100,A_PARTLYSUBMITTED,1970-04-26 18:52:40
361,100,A_DECLINED,1970-04-26 18:52:41
362,101,A_SUBMITTED,1970-04-26 18:52:42
363,101,A_PARTLYSUBMITTED,1970-04-26 18:52:43
364,101,A_ACTIVATED,1970-04-26 18:52:44
365,101,A_REGISTERED,1970-04-26 18:52:45
366,101,A_APPROVED,1970-04-26 18:52:46
367,102,A_SUBMITTED,1970-04-26 18:52:47
368,102,A_PARTLYSUBMITTED,1970-04-26 18:52:48
369,102,A_PREACCEPTED,1970-04-26 18:52:49
370,102,A_APPROVED,1970-04-26 18:52:50
371,102,A_ACTIVATED,1970-04-26 18:52:51
372,102,A_REGISTERED,1970-04-26 18:52:52
373,103,A_SUBMITTED,1970-04-26 18:52:53
374,103,A_PARTLYSUBMITTED,1970-04-26 18:52:54
375,103,A_DECLINED,1970-04-26 18:52:55
376,104,A_SUBMITTED,1970-04-26 18:52:56
377,104,A_PARTLYSUBMITTED,1970-04-26 18:52:57
378,104,A_REGISTERED,1970-04-26 18:52:58
379,104,A_APPROVED,1970-04-26 18:52:59
380,104,A_ACTIVATED,1970-04-26 18:53:00
381,105,A_SUBMITTED,1970-04-26 18:53:01
382,105,A_PARTLYSUBMITTED,1970-04-26 18:53:02
383,105,A_PREACCEPTED,1970-04-26 18:53:03
384,105,A_DECLINED,1970-04-26 18:53:04
385,106,A_SUBMITTED,1970-04-26 18:53:05
386,106,A_PARTLYSUBMITTED,1970-04-26 18:53:06
387,107,A_SUBMITTED,1970-04-26 18:53:07
388,107,A_PARTLYSUBMITTED,1970-04-26 18:53:08
389,107,A_ACTIVATED,1970-04-26 18:53:09
390,107,A_APPROVED,1970-04-26 18:53:10
391,107,A_REGISTERED,1970-04-26 18:53:11
392,108,A_SUBMITTED,1970-04-26 18:53:12
393,108,A_PARTLYSUBMITTED,1970-04-26 18:53:13
394,108,A_REGISTERED,1970-04-26 18:53:14
395,108,A_APPROVED,1970-04-26 18:53:15
396,108,A_ACTIVATED,1970-04-26 18:53:16
397,109,A_SUBMITTED,1970-04-26 18:53:17
398,109,A_PARTLYSUBMITTED,1970-04-26 18:53:18
399,109,A_FINALIZED,1970-04-26 18:53:19
400,110,A_SUBMITTED,1970-04-26 18:53:20
401,110,A_PARTLYSUBMITTED,1970-04-26 18:53:21
402,110,A_CANCELLED,1970-04-26 18:53:22
403,111,A_SUBMITTED,1970-04-26 18:53:23
404,111,A_PARTLYSUBMITTED,1970-04-26 18:53:24
405,111,A_DECLINED,1970-04-26 18:53:25
406,112,A_SUBMITTED,1970-04-26 18:53:26
407,112,A_PARTLYSUBMITTED,1970-04-26 18:53:27
408,112,A_FINALIZED,1970-04-26 18:53:28
409,112,A_CANCELLED,1970-04-26 18:53:29
410,113,A_SUBMITTED,1970-04-26 18:53:30
411,113,A_PARTLYSUBMITTED,1970-04-26 18:53:31
412,114,A_SUBMITTED,1970-04-26 18:53:32
413,114,A_PARTLYSUBMITTED,1970-04-26 18:53:33
414,114,A_ACTIVATED,1970-04-26 18:53:34
415,114,A_APPROVED,1970-04-26 18:53:35
416,114,A_REGISTERED,1970-04-26 18:53:36
417,115,A_SUBMITTED,1970-04-26 18:53:37
418,115,A_PARTLYSUBMITTED,1970-04-26 18:53:38
419,115,A_DECLINED,1970-04-26 18:53:39
420,116,A_SUBMITTED,1970-04-26 18:53:40
421,116,A_PARTLYSUBMITTED,1970-04-26 18:53:41
422,116,A_CANCELLED,1970-04-26 18:53:42
423,117,A_SUBMITTED,1970-04-26 18:53:43
424,117,A_PARTLYSUBMITTED,1970-04-26 18:53:44
425,117,A_DECLINED,1970-04-26 18:53:45
426,118,A_SUBMITTED,1970-04-26 18:53:46
427,118,A_PARTLYSUBMITTED,1970-04-26 18:53:47
428,118,A_DECLINED,1970-04-26 18:53:48
429,119,A_SUBMITTED,1970-04-26 18:53:49
430,119,A_PARTLYSUBMITTED,1970-04-26 18:53:50
431,119,A_DECLINED,1970-04-26 18:53:51
432,120,A_SUBMITTED,1970-04-26 18:53:52
433,120,A_PARTLYSUBMITTED,1970-04-26 18:53:53
434,120,A_APPROVED,1970-04-26 18:53:54
435,120,A_REGISTERED,1970-04-26 18:53:55
436,120,A_ACTIVATED,1970-04-26 18:53:56
437,121,A_SUBMITTED,1970-04-26 18:53:57
438,121,A_PARTLYSUBMITTED,1970-04-26 18:53:58
439,121,A_DECLINED,1970-04-26 18:53:59
440,122,A_SUBMITTED,1970-04-26 18:54:00
441,122,A_PARTLYSUBMITTED,1970-04-26 18:54:01
442,122,A_APPROVED,1970-04-26 18:54:02
443,122,A_ACTIVATED,1970-04-26 18:54:03
444,122,A_REGISTERED,1970-04-26 18:54:04
445,123,A_SUBMITTED,1970-04-26 18:54:05
446,123,A_PARTLYSUBMITTED,1970-04-26 18:54:06
447,123,A_DECLINED,1970-04-26 18:54:07
448,124,A_SUBMITTED,1970-04-26 18:54:08
449,124,A_PARTLYSUBMITTED,1970-04-26 18:54:09
450,124,A_DECLINED,1970-04-26 18:54:10
451,125,A_SUBMITTED,1970-04-26 18:54:11
452,125,A_PARTLYSUBMITTED,1970-04-26 18:54:12
453,125,A_ACCEPTED,1970-04-26 18:54:13
454,125,A_DECLINED,1970-04-26 18:54:14
455,126,A_SUBMITTED,1970-04-26 18:54:15
456,126,A_PARTLYSUBMITTED,1970-04-26 18:54:16
457,126,A_CANCELLED,1970-04-26 18:54:17
458,127,A_SUBMITTED,1970-04-26 18:54:18
459,127,A_PARTLYSUBMITTED,1970-04-26 18:54:19
460,127,A_ACCEPTED,1970-04-26 18:54:20
461,127,A_DECLINED,1970-04-26 18:54:21
462,128,A_SUBMITTED,1970-04-26 18:54:22
463,128,A_PARTLYSUBMITTED,1970-04-26 18:54:23
464,128,A_DECLINED,1970-04-26 18:54:24
465,129,A_SUBMITTED,1970-04-26 18:54:25
466,129,A_PARTLYSUBMITTED,1970-04-26 18:54:26
467,129,A_REGISTERED,1970-04-26 18:54:27
468,129,A_APPROVED,1970-04-26 18:54:28
469,129,A_ACTIVATED,1970-04-26 18:54:29
470,130,A_SUBMITTED,1970-04-26 18:54:30
471,130,A_PARTLYSUBMITTED,1970-04-26 18:54:31
472,130,A_DECLINED,1970-04-26 18:54:32
473,131,A_SUBMITTED,1970-04-26 18:54:33
474,131,A_PARTLYSUBMITTED,1970-04-26 18:54:34
475,131,A_FINALIZED,1970-04-26 18:54:35
476,131,A_DECLINED,1970-04-26 18:54:36
477,132,A_SUBMITTED,1970-04-26 18:54:37
478,132,A_PARTLYSUBMITTED,1970-04-26 18:54:38
479,132,A_CANCELLED,1970-04-26 18:54:39
480,133,A_SUBMITTED,1970-04-26 18:54:40
481,133,A_PARTLYSUBMITTED,1970-04-26 18:54:41
482,133,A_PREACCEPTED,1970-04-26 18:54:42
483,134,A_SUBMITTED,1970-04-26 18:54:43
484,134,A_PARTLYSUBMITTED,1970-04-26 18:54:44
485,134,A_DECLINED,1970-04-26 18:54:45
486,135,A_SUBMITTED,1970-04-26 18:54:46
487,135,A_PARTLYSUBMITTED,1970-04-26 18:54:47
488,135,A_DECLINED,1970-04-26 18:54:48
489,136,A_SUBMITTED,1970-04-26 18:54:49
490,136,A_PARTLYSUBMITTED,1970-04-26 18:54:50
491,136,A_PREACCEPTED,1970-04-26 18:54:51
492,136,A_FINALIZED,1970-04-26 18:54:52
493,136,A_DECLINED,1970-04-26 18:54:53
494,137,A_SUBMITTED,1970-04-26 18:54:54
495,137,A_PARTLYSUBMITTED,1970-04-26 18:54:55
496,137,A_DECLINED,1970-04-26 18:54:56
497,138,A_SUBMITTED,1970-04-26 18:54:57
498,138,A_PARTLYSUBMITTED,1970-04-26 18:54:58
499,138,A_DECLINED,1970-04-26 18:54:59
